Id,Created_at,Text
1032582927060627456,"FLOOD RELIEF COLLECTION DELHI

An aircraft has been arranged to send relief materials to Kerala. The collection is happening at ILT parking outside Supreme Court. 

For any details contact 
9711943928.

#KeralaFloods #KeralaFloodRelief #DelhiwithKerala",2018-08-23 10:58:48
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
1032477945460416513,"If you want to contact us for any help, these are the contact details:
Email: sushant@oninnsaei.com
Kushal - 9870216187
Rishikesh - 8691942583
#Hero #kerala #coorg 
🙏🏻❤️🌳🌈🦋🌪🇮🇳🌏✊",2018-08-23 04:01:39
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
1032477945460416513,"If you want to contact us for any help, these are the contact details:
Email: sushant@oninnsaei.com
Kushal - 9870216187
Rishikesh - 8691942583
#Hero #kerala #coorg 
🙏🏻❤️🌳🌈🦋🌪🇮🇳🌏✊",2018-08-23 04:01:39
1032420590274064385,"We yhe Ananthapuramu district ex- servicemen contributing Rs one lakh for KERALA CHIEF MINISTER's FLOOD RELIEF FUND, please join with us.Our contact no7842817835/9440547301",2018-08-23 00:13:44
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
1032582927060627456,"FLOOD RELIEF COLLECTION DELHI

An aircraft has been arranged to send relief materials to Kerala. The collection is happening at ILT parking outside Supreme Court. 

For any details contact 
9711943928.

#KeralaFloods #KeralaFloodRelief #DelhiwithKerala",2018-08-23 10:58:48
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
1032581251817857024,"People  can support @goonj ’s initiative, called Rahat Floods, by  contributing  with an essential kit from the website or app.  @bigbasket_com  will also be  donating 20% of all individual contributions.
#KeralaFloods #KeralaFloods2018",2018-08-23 10:52:09
Id,Created_at,Text
Id,Created_at,Text
1032579800161038337,#Spain donates 70000 € to the humanitarian crisis in #KeralaFloods @AECID_es contributes this way to the call made by the @Federation  as a result of the floods in the last two weeks due to the monsoon. #HumanitarianCrisis #Cooperation  #India https://t.co/mBUZilHmEC,2018-08-23 10:46:23
Id,Created_at,Text
Id,Created_at,Text
Id,Created_at,Text
